ts_server,prolific_pid,study_id,session_id,index,total,prev_image,current_image,description_a,description_b,model_position,choice,confidence,comments,ua
2025-11-17T04:00:19.848Z,,,,25,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000307.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000308.jpg,"""Elevator doors are open at a floor (sign visible outside). The robot is positioned at the elevator threshold facing out and the human users are standing in the car preparing to step out. Floor-selection/call button interaction appears already finished. Small safety concern: the robot's low chassis, exposed wiring and wheels are near the doorway and could be a trip/hazard during egress — guide the user carefully over the threshold and ensure the robot clears the doorway before the person steps out.""","""Two users' feet are seen; one seems to be interacting with the robot, having held its handle. The robot is facing an open door that may be leading to other rooms. No visible obstacles seen.""",A,B,70,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:00:39.760Z,,,,5,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000233.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000234.jpg,"""Robot and guide-user are in a hallway approaching a closed room door (sign reads 'Artificial Intelligence Research Lab'). The robot has moved forward compared to earlier frames and the person in blue has come closer and is standing near the wall holding the cane/handle. No elevator is visible, no call or floor buttons have been located or pressed, and another person is crouched further down the hall. The elevator interaction has not started — user and robot are still approaching and positioning.""","""Handler is to the right hand side of the robotic dog, only feet visable. The robotic dog is stationery, scanning teh environment, the pathway free from obstruction and hazards. The task appears to be wait at the door, which looks to be successfully completed.""",A,B,56,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:00:41.795Z,,,,23,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000305.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000306.jpg,"""Robot is elevator. Elevator door is open user is on the left of robot. Robot is aligned to elevator door.""","""User and robot are inside the elevator with doors open at the destination floor; user appears to be preparing to exit while a floor button is illuminated, indicating recent selection.""",B,B,85,A is very badly worded.,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:00:58.173Z,,,,26,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000001.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000002.jpg,"""Robot and user have moved out of the elevator into the corridor/lobby. Elevator doors are closed behind them. The robot is positioned outside the elevator threshold, people are nearby; floor selection and ride appear completed and the user is exiting/has exited to the destination floor.""","""Robot is in front of door. user is on the right of robot. There are no visible obstructions.""",A,B,85,I don't see the elevator doors so can't tell if they are closed.,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:01:08.948Z,,,,6,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000270.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000271.jpg,"""Robot and handler are at a hallway doorway. The robot has moved through the door onto a blue-floored area (likely a small room), but no elevator or call/floor buttons are visible. People are nearby. The elevator interaction has not started — no call button press, no doors, and no floor selection observed. Potential minor safety issues: confined space, close proximity of people and robot, exposed wiring.""","""The handler is behinfd the robotic dog with the controls and their hand only visable. The robotic dogs task apperas to be leaving he room through the door, the robotic dog is scanning the environment whilst walking. The door is partially obstructed by a human, and the robotic dog appears misaligned to get through the door successfully.""",A,A,61,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:01:24.027Z,,,,27,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000002.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000003.jpg,"""Robot facing door in the middle of the room. Users feet to the left.""","""Robot is positioned directly in front of a closed wooden door (marked COM2). In prior frames the elevator doors were open and a call-panel was visible, but in this current frame the elevator/door is closed and the human guide is standing to the right. The robot and user appear to have arrived at the destination floor and are at the final doorway preparing to exit/enter — the elevator journey has arrived but final exit/completion has not yet occurred.""",B,A,89,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:01:26.892Z,,,,24,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000306.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000307.jpg,"""User and robot are inside the elevator with doors open at the destination floor (COM2 1st Storey). The user is positioned near the control panel, indicating readiness to exit. The task is in the exiting phase after successful floor selection and ride completion.""","""robot is in elevator. elevator doors are open. Robot is in line wit doors. user is on the left of robot, There are no obstructions in robots path.""",A,A,35,A is slightly better but still weirdly worded.,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:01:46.668Z,,,,28,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000019.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000020.jpg,"""Robot and user are positioned directly in front of a closed wooden elevator/ lift door. The robot has moved forward from the hallway center toward the door; the user (hand visible) appears to be indicating or reaching toward the door area but no call or floor button press is visible. The environment is not crowded (one other person present). The elevator doors are closed and waiting; the task is at the calling/door interaction stage, not yet entered or completed.""","""A door is clearly seen; a user hand is also seen trying to guide the robot. The robot is placed near a closed door in a tiled hallway. The user hand pointing towards the door suggests an interaction cue for the robot. The environment is unobstructed, a safe setting for navigating or task execution.""",A,B,78,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:01:51.314Z,,,,25,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000307.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000308.jpg,"""Two users' feet are seen; one seems to be interacting with the robot, having held its handle. The robot is facing an open door that may be leading to other rooms. No visible obstacles seen.""","""User and robot are inside the elevator with doors open at the destination floor (COM2 1st Storey). The user is positioned near the control panel, indicating readiness to exit. The task is in the exiting phase after successful floor selection and ride completion.""",B,B,41,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:01:58.218Z,,,,7,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000272.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000273.jpg,"""A user is actively interacting with the robot; one person's body is only partially seen, the other 2 hands can be seen, and one seems to be the one controlling the robot. The robot is aligned with a designated path, suggesting a calibration task. Path is clear with no obstacles.""","""Robot is at the doorway threshold between a blue-floored room and a carpeted hallway. A person stands in the doorway holding a device; another person is nearby. The door is open and the robot is being guided through the threshold. No call or floor buttons are visible or being pressed; the interaction is in the entering phase of the elevator journey (approach/cross-threshold) with other people present but no immediate hazards observed.""",B,B,45,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:02:14.391Z,,,,8,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000295.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000296.jpg,"""Robot and user are mid-hallway moving toward the far end where other people are standing. No elevator or call button is visible in this frame; no button presses or door activity detected. Compared with previous frames the robot is progressed further down the corridor (approach phase). Interaction remains in the initial approach stage with no entry, button selection, or riding activity started.""","""The robot remains to the left side of the room.user is at the back of the room standing stationsry in the middle. User is aligned with robot and another user crouched at the left side of the room.""",A,A,35,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:02:15.029Z,,,,26,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000001.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000002.jpg,"""Robot is in front of door. user is on the right of robot. There are no visible obstructions.""","""User and robot are exiting the elevator onto the destination floor (COM2 1st Storey). Elevator doors remain open, and the user is stepping out while the robot follows closely behind. The task is in the final exit phase before completion.""",B,A,66,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:02:21.740Z,,,,29,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000032.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000033.jpg,"""The robot is moving towards a door that is ajar, it is not in line with the door and is slightly to the left of the door. The room the robot is going to go through has a dog that is leashed in the other side, this would cause an obstruction.""","""Robot has approached the closed wooden door and is moving through a partially opened door. Earlier frames showed the robot approaching the door and a person reaching toward it; in this current frame the door is opening and the robot is entering the threshold while a person and a dog are visible beyond the doorway. No call or floor buttons have been pressed yet. Monitor for trip hazards from exposed wiring, close proximity of people/dog, and ensure the robot and user clear the threshold safely before proceeding to floor selection and ride phases.""",B,B,64,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:02:29.431Z,,,,9,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000299.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000300.jpg,"""Robot and user have moved out of a room through a doorway into a corridor. No elevator is visible yet. The robot is progressing down the hallway toward an intended destination with two other people visible ahead. No call/floor buttons have been located or pressed. Keep distance from people ahead and continue toward elevator area; task is still in the approach phase.""","""The robotic dog is navigating a carpeted hallway, guiding a user who maintains close proximity and alignment. The user holds the handle with appropriate tension, indicating active control. The environment is well lit and unobstructed, with lockers and doors along the walls; this is a safe indoor setting.""",A,A,54,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:02:49.064Z,,,,27,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000002.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000003.jpg,"""User and robot are exiting the elevator onto the destination floor (COM2 1st Storey). The elevator doors remain open, and the user is stepping out while the robot follows closely behind. The environment appears clear with no immediate obstacles or other people present.""","""Robot facing door in the middle of the room. Users feet to the left.""",A,B,90,"B is more concise and accurate, user and robot are not in elevator as described in A.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:02:49.652Z,,,,10,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000300.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000301.jpg,"""Robot and user have exited a room and are in a corridor. The robot (in front of the camera) has moved from the door threshold into the hallway compared with earlier frames. Two people are ahead in the corridor (one standing, one crouched), but no elevator or call panel is visible and no buttons are being interacted with. The interaction remains in the approach phase toward where an elevator might be located further down the hall; no elevator arrival or entry steps have started.""","""The handler is stationery in front of the robotic dog, further down the hallway. The robotic dogs task appears to be to reach the handler. The robotic dog appears to be moving toward the handler, but is slightly misaligned, there are no obstructions or hazards in the area. The task does not appear to have been completed.""",A,A,55,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:02:50.704Z,,,,30,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000046.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000047.jpg,"""Robot has approached and pushed/opened the wooden door and is partway through the threshold into the interior space. The user (or handler) is not fully inside; a guide dog on a leash and a blue trolley are visible just beyond the doorway, creating a partial obstruction. No call or floor buttons are being pressed in this frame. The scene indicates the team is in the entering phase of the elevator/door interaction, with minor safety concerns (obstacles, leash) to manage before continuing to button selection and riding phases.""","""The handler is not visable in the scene.It appears that the robotic dogs task is to enter the room with the real dog, however it's pathis obstructed by the door and someone standing in the doorway. The task is not compleed.""",A,B,70,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:03:02.405Z,,,,11,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000345.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000346.jpg,"""Users feet are just seen at start of frame. The robot is entering another room, straight on. Alignment looks good with control""","""Robot and user are moving down a carpeted corridor; the robot has just passed a doorway threshold into a blue-floored room. No elevator or call/floor button interaction is visible. One or two people are present ahead/at the corner. The team appears to be still navigating/approaching rather than performing any elevator-specific actions.""",B,B,70,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:03:20.383Z,,,,12,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000011.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000012.jpg,"""Robot is standing in front of elevator door. user is standing to left of robot. No obstacles in front of robot.""","""Robot has moved from the carpeted corridor into the lobby and is stopped directly in front of closed elevator doors. The user (visible shoes/partial) is positioned near the elevator on the left and appears to have followed the robot. No call or floor button press is visible yet. Area is clear aside from another person nearby; elevator remains closed and waiting.""",B,B,56,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:03:21.244Z,,,,31,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000063.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000064.jpg,"""Robot and guide dog are positioned in front of the elevator area. The metal elevator doors (left) are closed and there is no visible interaction with a call button. The robot has moved from the wooden doorway area in previous frames and is now facing the elevator; the guide dog stands nearby. No floor selection or entry has occurred yet — next step is to locate and press the elevator call button while ensuring the dog and cart do not block the doorway.""","""The robot is placed in a hallway facing restroom doors, probably to guide the user to the restrooms. The robot is alongside a real guide dog. The robot appears stationary and aligned with the path, equipped with sensors and mounted components for navigation. The environment is clean and unobstructed.""",A,B,70,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:03:22.830Z,,,,28,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000019.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000020.jpg,"""A door is clearly seen; a user hand is also seen trying to guide the robot. The robot is placed near a closed door in a tiled hallway. The user hand pointing towards the door suggests an interaction cue for the robot. The environment is unobstructed, a safe setting for navigating or task execution.""","""User and robot are approaching the elevator area; user is walking alongside the robot toward the elevator door marked 'COM2 1ST STOREY'.""",B,B,59,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:03:31.562Z,,,,13,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000011.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000012.jpg,"""The dog and user are near stairs and an elevator. No obstructions visible.""","""Robot has moved from the carpeted corridor into the lobby and is stopped directly in front of closed elevator doors. The user (visible shoes/partial) is positioned near the elevator on the left and appears to have followed the robot. No call or floor button press is visible yet. Area is clear aside from another person nearby; elevator remains closed and waiting.""",B,A,64,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:03:42.970Z,,,,32,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000064.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000065.jpg,"""Robot and guide dog are positioned at the elevator area in front of closed elevator doors. The elevator appears idle at this floor (doors closed). No call or floor button interaction is visible; environment is clear and there are no immediate safety or social obstructions. The team is at the approach/arrival stage but has not yet called or entered the elevator.""","""Robot is at the start of the middle of a room with toilets in front of the robot. There is a dog next to the robot on the left.""",A,B,57,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:03:52.190Z,,,,14,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000016.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000017.jpg,"""The handler is on the left hand side of the robotic dog. T%he task appears to be walking to the elevator. The dog is walking and scanning the area and the path is clear with no hazards or obstructions. Appears to be no drift, good control.""","""User and robot are positioned directly in front of closed elevator doors. The user is holding a controller/remote (appears to be locating or preparing to press a control to call or command the robot). The elevator doors remain closed and no arrival/opening is visible. One other person is standing nearby; environment is otherwise clear. The interaction is at the calling/waiting phase — entry, floor selection and riding have not yet begun.""",B,A,56,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:04:07.399Z,,,,29,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000032.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000033.jpg,"""User and robot are approaching the elevator area marked 'COM2 1ST STOREY'. The robot is guiding the user toward the wooden door, which likely leads to the elevator lobby. No button interaction has occurred yet; this is the initial approach phase of the elevator task.""","""The robot is moving towards a door that is ajar, it is not in line with the door and is slightly to the left of the door. The room the robot is going to go through has a dog that is leashed in the other side, this would cause an obstruction.""",A,B,89,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:04:10.183Z,,,,15,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000018.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000019.jpg,"""Robot is to the right of the room facing and elevator and stairs. No user seen.""","""Robot is positioned directly in front of closed elevator doors at the threshold. A person (partially visible at left) is nearby; earlier frames show the user interacting with a handheld controller, but in this frame no button press is visible and the elevator doors remain closed. The system appears to be waiting for the elevator to arrive/open before entering and continuing the task.""",B,B,67,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:04:21.321Z,,,,33,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000088.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000089.jpg,"""The robot is being handled by a person and is heading towards a door which is slightly open. To the right there is a man walking away and there is a yellow hazard sign in the middle of the corridor.""","""Final frame shows the guide dog and a person walking away from the elevator area while the robot follows. Elevator (silver doors) remains closed at the origin floor. No call or floor-button interaction is visible — the users appear to have left the elevator area via a different door, so the elevator journey was not initiated/completed.""",B,A,82,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:04:24.369Z,,,,16,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000030.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000031.jpg,"""User is standing at the elevator call area holding a remote/controller and appears to be pressing it to call the elevator. The guide robot is positioned directly in front of the closed elevator doors. No doors opening or movement seen yet. Area is clear of obstacles; another person was present earlier (left side) but not obstructing. Task is in the call phase, not yet entered or completed.""","""User is stationery behind the robotic dog. The dog is stationery by the lift facing the control panel. The dog appears to be misaligned to enter the lift once the doors open. The goal of reaching the door has mildly been achieved.""",A,A,73,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:04:34.924Z,,,,34,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000101.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000102.jpg,"""Robot and guide dog are at the elevator area (stainless elevator doors visible to the left in earlier frames). Compared to earlier frames the robot has moved forward into the lobby area toward a wooden doorway; the elevator stainless doors remain closed (no arrival indicator). No call button or floor button press is visible. A person has approached from the right and now partially occludes the view (arm across frame), which may create a minor collision/occlusion risk and could interfere with pressing buttons or entering the elevator. Task is still in the approach phase — call/press actions and entry have not occurred.""","""user is holding robot. His feet are visible. robot is stationary.""",A,B,70,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:04:37.339Z,,,,17,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000052.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000053.jpg,"""The handler appears to be on the left hand side of the lift pushing the elevator button. The robotic dogs task appears to be waiting for the lift to opne. The robotic dog is stationery facing the lift and scanning the environment. There are no obstructions or hazards in the way. Task appears to be completed.""","""Elevator doors are open and the robot is positioned directly in front of the cab at the threshold while the operator holds the remote. A person at the panel has activated the elevator and doors have opened. The user/robot are about to enter; floor selection has not yet been made. Other people are present nearby but there are no immediate hazards visible.""",B,B,64,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:04:47.799Z,,,,18,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000067.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000068.jpg,"""Robot is elevator and not aligned to elevator door. user is outside of elevator.""","""Robot is inside the elevator with doors open. The human is at the elevator threshold (shoe visible just outside) after previously pressing the call button and opening the doors. The robot has entered the cab; floor selection has not yet been made. No immediate hazards or other people blocking entry are present.""",B,B,71,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:04:59.335Z,,,,35,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000110.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000111.jpg,"""Robot has guided the user to the elevator area. The user (person at right) is extending an arm and appears to be locating or reaching for the call button; elevator doors remain closed (no arrival). The robot is positioned immediately in front of the doors, guiding the approach. No other people or hazards visible; journey not yet started.""","""Robot is in entering a room in the middle. User feet are too the left.""",A,B,56,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:05:01.822Z,,,,19,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000087.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000088.jpg,"""Robot is at the left facing the elevator. User is to the right, feet are seen and hands on a controller.""","""Robot and user are inside the elevator. The user (standing at the panel) appears to be pressing/selecting a floor button while the robot is positioned nearby. Elevator doors are in the process of closing or just closed; the interaction is at the floor-selection stage prior to ride. No immediate safety hazards visible; one person is present with the robot.""",B,B,72,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:05:16.592Z,,,,20,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000101.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000102.jpg,"""Robot and user are inside the elevator cabin at the origin floor with doors open. The user is reaching toward the interior control panel (likely selecting/pressing the destination floor). The robot is positioned inside the elevator near the threshold. Environment is clear and no immediate hazards observed.""","""The user is beside the robot; feet and hands can be seen. The robot is going through a door towards the hallway; the handle is held with slight tension, indicating guidance to some other rooms on the other side.""",A,B,71,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:05:28.302Z,,,,36,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000114.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000115.jpg,"""handle is standing to the left of robot. Bottom of door is visible. Robot is in front of door with no visible obtentions.""","""Robot guide and user are positioned directly in front of a closed elevator/door (signage 'COM2 1ST STOREY' visible). The user has extended an arm and is pointing toward the panel beside the door — likely locating the call button. The robot is positioned near the threshold and appears to have guided the user to the elevator entrance. Doors remain closed; no other people crowding the area. Next expected steps: user presses call button, waits for doors to open, then enters and selects destination floor.""",B,Neither,77,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:05:35.366Z,,,,21,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000110.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000111.jpg,"""The handler is behind the dog, with only the control and hand visible. The dogs task appears to be walking down the hallway. The dog appears to be scanning the environment and its pathe is free from hazards and obstructions. The dog appears to be travelling a misaligned path.""","""Robot and user have exited the elevator onto the destination floor. The elevator has arrived and doors are open; the guide robot is just outside the elevator threshold with a person nearby. No active button interaction; the journey appears complete and the environment is clear with one other person present.""",B,A,59,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
